epoch,loss,loss_den,loss_conn
0,0.27925904714161665,0.07386848239116446,0.205390564790677
1,0.057453572622160894,0.01178996621898147,0.04566360644845205
2,0.03796427618725753,0.007467437885835108,0.030496838293525345
3,0.01931808351565971,0.0037070238827143884,0.015611059612970943
4,0.014176222027352315,0.00278591673333209,0.011390305284597465
5,0.012342014162158042,0.002356747188743641,0.009985266990632874
6,0.012093212381864206,0.0022879076719818396,0.009805304719397553
7,0.010308300430009507,0.0019999538925334205,0.008308346538233383
8,0.013794756025060936,0.0024146189148367193,0.011380137104381053
9,0.010941663128408394,0.002079177702859647,0.008862485426612674
10,0.013135249333843697,0.002335580385791398,0.010799668919818681
11,0.009599510846322323,0.00167246492054173,0.007927045912235376
12,0.007822189568037112,0.0014917712061816785,0.0063304183736078885
13,0.007098634606962466,0.0013583782181338017,0.005740256393517919
14,0.00626104496880514,0.0011750520521519902,0.005085992920312098
15,0.005611770507760801,0.0010443646779516025,0.004567405819696153
16,0.006751570146183518,0.0011628756114138682,0.00558869452383688
17,0.005875607247016062,0.001029018303097504,0.004846588958877851
18,0.005947781812485271,0.001050004758952597,0.004897777053327445
19,0.004086822294212581,0.0007928997751120553,0.0032939225124629106
20,0.005170858814102545,0.0009797632158730393,0.004191095613261663
21,0.005994262838878063,0.001135983956284242,0.004858278887226059
22,0.006440117377849374,0.0011284303009673744,0.005311687068151643
23,0.008263634276193574,0.001539462387835264,0.006724171895153773
24,0.005696574558181432,0.001121071306063944,0.004575503248689972
25,0.004772945671599089,0.0008832780895662433,0.003889667586199524
26,0.06873979334702955,0.012306584727790929,0.056433208627507114
27,0.035601212041055645,0.006590447352515224,0.029010764647711747
28,0.04018025641956778,0.007290276194913003,0.03288998020655862
29,0.037535316427514336,0.006868332760134992,0.030666983591493537
30,0.026651402595012856,0.004713749882605319,0.02193765272742745
31,0.07487730072833487,0.01165850435191643,0.06321879644311842
32,0.05666086891118524,0.008130320875086288,0.048530548084404095
33,0.045498284213091905,0.007282561431906273,0.038215722554465266
34,0.019424382596616482,0.0035940535876207145,0.01583032900471572
35,0.015349416099290964,0.0029047474594222273,0.012444668634621426
36,0.011919446240101276,0.0023293665882913052,0.009590079664069807
37,0.013161192546436688,0.002478324287855702,0.010682868259712751
38,0.0092345961757635,0.0018310558243437296,0.007403540342683994
39,0.0075852525446357,0.0015564116291057763,0.00602884091199583
40,0.007022840858351426,0.0014181517108325717,0.005604689134643209
41,0.007523209997533886,0.001498961576771146,0.006024248410717572
42,0.006622363183888092,0.0013316671965275342,0.005290695997915392
43,0.006059851131419599,0.0011478569821104757,0.0049119941295994035
44,0.005783821023106392,0.0011507232934956407,0.004633097716639961
45,0.00509842443609509,0.0010545285427172489,0.004043895894592112
46,0.011685363590800388,0.0019953698374580607,0.009689993760125309
47,0.01327195613630268,0.00225581145846793,0.011016144649523704
48,0.009516527221678046,0.0016932490156802529,0.007823278179289387
49,0.00566227417358477,0.0011520576847592725,0.004510216485034708
50,0.003991149200191519,0.0009158125407342654,0.0030753366597366136
51,0.01032952754585026,0.001987935255880102,0.008341592324326122
52,0.005691857356024035,0.0011743830123184809,0.004517474344587496
53,0.004640576187566965,0.0009664512602147548,0.0036741249168896284
54,0.004729708141491674,0.0009280975359666531,0.0038016106190061783
55,0.00436972006373179,0.0009561103514574812,0.0034136097102352462
56,0.0036175480430137926,0.0007409236438697122,0.002876624402278829
57,0.00343633913377077,0.0007730570173401934,0.0026632821212199827
58,0.0030932459829662714,0.0006852378977127167,0.002408008084035259
59,0.003052722072154579,0.0006333348841660621,0.002419387181837139
60,0.002773922715458728,0.0006078810655931581,0.0021660416591303064
61,0.004458570153967235,0.0007817404020318594,0.003676829735250402
62,0.0032646240272803453,0.0006597048774740557,0.002604919152819994
63,0.0044481405134591204,0.0008776226094463091,0.003570517907832974
64,0.002777235147045992,0.000639996505524594,0.0021372386386631905
65,0.002673105881453884,0.0005656065243435167,0.002107499356900673
66,0.002850724065133474,0.0005810799462679753,0.002269644131008448
67,0.002994096130570317,0.000626344065256004,0.0023677520578148353
68,0.0024812394958599617,0.0005082938394151338,0.001972945661123364
69,0.0020869003562554436,0.00047483241672699873,0.0016120679389363102
70,0.0019384629412291443,0.00043724791242065876,0.0015012150210479912
71,0.0018850451504083823,0.00044255599039636563,0.0014424891587473902
72,0.0021308201846054016,0.0004541838776821178,0.0016766363078435063
73,0.002341385094092306,0.00048713229310722944,0.0018542528008614594
74,0.0018510193057623939,0.00043344868362952903,0.0014175706201136958
75,0.00160732178391766,0.000396024072302495,0.0012112977152614576
76,0.0018202043015413082,0.000399621543743422,0.0014205827553805173
77,0.0016170597889375972,0.0003784728628943441,0.0012385869272329055
