epoch,loss,loss_den,loss_conn
0,0.45438168529133366,0.09992465405098067,0.3544570305006109
1,0.2329167923587185,0.04740229733370315,0.18551449480575072
2,0.18413792147306185,0.038496856250296044,0.1456410652009182
3,0.157311571337318,0.0333515587249401,0.12396001271798773
4,0.1127579725775893,0.02132695926661962,0.09143101335168743
5,0.0840565713210745,0.013726175485201228,0.07033039574100977
6,0.05848919594265883,0.009576075911283087,0.04891312008092718
7,0.04466528497593096,0.007521225137196629,0.03714405981783814
8,0.03574942904061525,0.006038701562534836,0.02971072750292885
9,0.026748255880259576,0.004742101925241913,0.022006153974792397
10,0.02198356993486342,0.004008140143656385,0.017975429808342016
11,0.016240500569889203,0.003256824159330078,0.012983676439955955
12,0.015186069331200893,0.0029215440006225735,0.012264525340732958
13,0.01202431325727563,0.0024993899534259036,0.009524923295814084
14,0.012441463486404522,0.00248501879531189,0.009956444705023737
15,0.01095483992503309,0.0021844184631987598,0.008770421461815073
16,0.008910258614071862,0.0018986153555427578,0.007011643257714657
17,0.008757527100526949,0.0018330903841446962,0.006924436727079935
18,0.008390332804682852,0.0017768824047443748,0.0066134504031359195
19,0.006122916543667049,0.0015063078895147003,0.0046166086558211035
20,0.006305892343104416,0.0014456926852928155,0.004860199657446913
21,0.006907863222786521,0.0014660567618888746,0.005441806470170787
22,0.005597020529195121,0.0013294481551871125,0.004267572371334095
23,0.005241177508411465,0.0012468526921702884,0.003994324825791781
24,0.0045098522559164035,0.0011251583352673055,0.003384693915903173
25,0.005338827589738448,0.0011715282557479745,0.004167299320809771
26,0.004495957550802755,0.0010740622443504533,0.0034218952985725854
27,0.005554703050669588,0.0011824602642054702,0.004372242788602875
28,0.005178317393926275,0.001107241254502507,0.004071076142052998
29,0.004421355839106392,0.0010288024182059157,0.0033925534117461727
30,0.0054340451811065475,0.001079441012896119,0.004354604164639648
31,0.0035716342329706703,0.0009239827257189503,0.002647651513232848
32,0.0041258061234851,0.0009164947965212886,0.0032093113340302894
33,0.004007271119429179,0.000837432787157844,0.003169838322239663
34,0.0036967899795980015,0.000892258781057071,0.0028045311919976355
35,0.003250310516378902,0.000807349313387906,0.002442961212268412
36,0.00625129446301568,0.0011613927333964098,0.005089901729990319
37,0.0039372677238271305,0.0009315114261280313,0.0030057562959160317
38,0.003131862709650699,0.0007760775559895995,0.0023557851524057035
39,0.003277526781147113,0.000782499162255898,0.002495027614747345
40,0.002679512264763092,0.0007277460359311423,0.00195176622885251
41,0.0023001635018883573,0.0006578673253422808,0.001642296172412239
42,0.0031342232847150144,0.0007235027968249105,0.0024107204888467806
43,0.002460953716571758,0.00066820385965347,0.0017927498631711077
44,0.002410503959212305,0.0006066539713806439,0.0018038499841378584
45,0.0025327766280204677,0.0006220052631163423,0.001910771365873104
46,0.0027582053600128512,0.00064533985689459,0.002112865510335829
47,0.002937742532762469,0.000650572033357936,0.002287170498193628
48,0.002568613227336329,0.0006028103687208828,0.001965802867125387
