epoch,loss,loss_den,loss_conn
0,0.4015673724303481,0.1080914358460145,0.2934759370591441
1,0.1251380104066168,0.02179155936499371,0.10334645076202126
2,0.0858648202999124,0.014282939201416473,0.07158188104062346
3,0.05103604504548336,0.008401195816099417,0.042634849303163934
4,0.036518341797857665,0.006247958674312943,0.030270383133571346
5,0.05273229420768112,0.008612607119942203,0.04411968720547535
6,0.03740253097940549,0.005967738489061342,0.031434792433536474
7,0.029334842616948992,0.004943249316948849,0.024391593357966257
8,0.019048324673733772,0.0034188776741405007,0.01562944699857964
9,0.1521672396553077,0.017529727690909967,0.1346375111630269
10,0.03789266277603719,0.006736446283050992,0.031156216504422664
11,0.033259750547507134,0.005210621440695595,0.02804912915941928
12,0.029148199864662237,0.004735425983349443,0.024412773809736915
13,0.023184497603573356,0.003967285083904502,0.01921721255743944
14,0.12479156883520852,0.013668192668374992,0.11112337551379169
15,0.059101286855400705,0.009675641059099386,0.04942564582186206
16,0.0453074963776449,0.006857400655470092,0.038450095828506815
17,0.026595651634134666,0.004721278461172097,0.021874373130163632
18,0.021792332009383325,0.003942975070078915,0.017849356944069857
19,0.032747095905220375,0.005215177120833953,0.02753191887597734
20,0.035719924196957416,0.005425429554237494,0.030294494595590103
21,0.01859906451613516,0.0034773112549575875,0.015121753241757767
22,0.015687824629716005,0.003099181784993936,0.012588642853649721
23,0.013089217995179862,0.0025213287905398707,0.010567889194454467
24,0.01192961519952866,0.002417470466200897,0.009512144701204145
25,0.011449439002315799,0.0022423682981890817,0.009207070683641077
26,0.012709175243858263,0.0024156735490654694,0.010293501663938526
27,0.022501156818751703,0.003381296462083783,0.019119860176057123
28,0.015803365817167014,0.0029633458822892742,0.01284001993384258
29,0.011936900020383145,0.0022685975155387413,0.009668302530633815
30,0.00942538347087206,0.0019946464655145077,0.007430737002046848
31,0.01144761738542396,0.002069131844084859,0.00937848555748248
32,0.008285000469482114,0.0017525430208617547,0.006532457464590241
33,0.00967008388454699,0.0017626286324841282,0.007907455233999923
34,0.008560400260035024,0.0018184863834696768,0.006741913870130719
35,0.0061866490271345565,0.0014707771972633124,0.004715871821856226
36,0.006131326807742505,0.0013765973781365577,0.004754729428036491
37,0.006959033100537673,0.001444233494043255,0.005514799604311598
38,0.011230192284117426,0.0021768864715483852,0.009053305824611111
39,0.006694819966215498,0.0014794089002938572,0.0052154110605579385
40,0.006167074871914547,0.0013418932984823088,0.0048251815712912205
41,0.010568259591166515,0.0017754934210310372,0.008792766202668523
42,0.008108743579263502,0.0016153852331804157,0.006493358350202347
43,0.020093740671531576,0.0022622346023668982,0.017831506331287668
44,0.009301265333003053,0.0018216153315891862,0.007479650011232837
45,0.006959975839326402,0.0014785156312831936,0.005481460222751443
46,0.007559491291433651,0.0015851743486377053,0.0059743169446001086
47,0.009309776848584961,0.0017028587212427053,0.007606918149066224
48,0.005933251639125808,0.0013031709933148535,0.004630080644406547
49,0.005081134015682587,0.0011856896395418116,0.00389544438539637
50,0.00507560544264352,0.0011492086477005922,0.003926396804215684
51,0.00468473588787472,0.0011097267988613658,0.003575009094759209
52,0.0037750047439902385,0.0009981106727992807,0.0027768940776737748
53,0.0033480761670460954,0.0009265000694947188,0.002421576095618739
54,0.003972555932665854,0.0009436517662553394,0.003028904165200542
55,0.00433309049133229,0.001029966000507882,0.0033031244886850106
56,0.004494167055823773,0.0011006715973388567,0.003393495463747611
57,0.003946687140041264,0.0009711378158048378,0.0029755493334868615
58,0.003976112964029028,0.0009528837795175104,0.003023229175701558
59,0.01741036488888719,0.0027033236834382987,0.014707041242211106
60,0.013578224616075694,0.002442549540878805,0.011135675027282355
61,0.007460590338557334,0.0015377190457322562,0.00592287130719125
62,0.005905215606203197,0.0012950247705567515,0.00461019083551229
63,0.005181839845029998,0.0011388564690829855,0.004042983391541394
64,0.004101962769300495,0.0010097134167311598,0.003092249353629331
65,0.006822569464757451,0.0012772108204893106,0.005545358669487526
66,0.004098288081985848,0.0010445217908491623,0.0030537662865305184
67,0.0037834315291922324,0.0009329089131324385,0.0028505226152996384
68,0.003223053129360857,0.0008782792345024497,0.0023447738993119987
69,0.004871397555945662,0.001120112969382542,0.0037512845852758336
70,0.008030610770614299,0.0012907518334559376,0.006739858845544653
71,0.004778655314341479,0.0011039086959923339,0.003674746621344829
72,0.0034940599588576962,0.0009452142276797265,0.0025488457278983094
73,0.0036426321362206136,0.0008919393348888024,0.0027506928118684547
74,0.0031754653493289804,0.0008436428381492941,0.0023318225087252714
75,0.0027905841891812844,0.0007955579856997096,0.0019950262034100583
76,0.002693292163310858,0.0007788987597307658,0.0019143934032806427
77,0.003132285671837869,0.000812876913397947,0.0023194087649662702
78,0.007186516599561186,0.0011026164264233268,0.006083900161065365
79,0.004107950386616653,0.0009344785479732255,0.003173471843828324
80,0.002868144943685363,0.000833876841672,0.0020342681019630666
81,0.002919032135811132,0.0008165028959908727,0.0021025292414141375
82,0.003001046516166462,0.000799299525006482,0.002201746990179647
83,0.003952178924616116,0.0009319269314626206,0.0030202520054131614
84,0.002620247778449648,0.0007520864845017472,0.0018681612985274325
85,0.003328711842630405,0.0008164174803966654,0.002512294369891053
86,0.0032466378951340165,0.0008417315116885886,0.002404906383402776
87,0.0024881223876714337,0.000724806282493273,0.0017633161070583262
88,0.005881407283299993,0.0012118355555470978,0.004669571725296968
89,0.004111403775680463,0.0009528342365583962,0.003158569533727218
90,0.003260735736757285,0.0008232853136173235,0.0024374504196135655
91,0.002831837145191176,0.0007494306269244636,0.0020824065182428776
92,0.002796572625555343,0.0007151581037324218,0.0020814145288421074
93,0.0031627386877290226,0.0007279802408191388,0.002434758449376921
94,0.002614241272190489,0.0007131849405950783,0.00190105632109978
95,0.002894025289534883,0.0007125809784033207,0.0021814443073150864
96,0.0025255183461769756,0.0006650405418125153,0.0018604778052258779
97,0.002350672295974532,0.0006886015056490362,0.0016620707885505197
98,0.0018353536721987954,0.0006127706754065436,0.0012225829969762874
99,0.0018128343944939114,0.0005850118700766385,0.001227822526053733
100,0.002033648478368439,0.0005917233292202249,0.0014419251538846252
101,0.0019348466360677623,0.0005940131898176105,0.001340833447610131
102,0.0017975734052084482,0.0005709151018097791,0.0012266583005604119
103,0.002869981663453968,0.0007135856604403927,0.0021563960122158643
104,0.0019446697318788427,0.0005833628681665289,0.0013613068687661537
105,0.0035256843155977626,0.0008190506042154227,0.0027066337024851898
106,0.0026516585599981736,0.0006875482494800653,0.001964110303891977
107,0.002480760788536179,0.0006567956772320958,0.0018239651070192768
108,0.0023602125856651214,0.0006156319990577562,0.0017445805929155165
109,0.0020942526338587272,0.000587720094807903,0.0015065325353731457
110,0.0019261544013252673,0.0005619746287452114,0.0013641797730422154
111,0.0017391123994043225,0.0005505063674322664,0.0011886060307992488
112,0.0019073165671743431,0.0005381986855737895,0.0013691178839369564
113,0.001762580646725364,0.0005549470965059985,0.0012076335459009374
114,0.002869420013129651,0.0006724929441778542,0.0021969270619986766
115,0.0021795083686816197,0.0006080983883344339,0.0015714099801946767
116,0.002001933217982925,0.000574380357785923,0.0014275528596296044
117,0.0018412258924624086,0.0005577115572352062,0.0012835143339708344
118,0.0018218472725597004,0.0005451573246408694,0.0012766899491859361
119,0.0019385077420434474,0.0005306999856446937,0.001407807758408001
120,0.001680992715498195,0.0005108144700741137,0.0011701782489168756
