epoch,loss,loss_den,loss_conn
0,0.6302251561663459,0.12792842001824573,0.5022967359616464
1,0.2667328900692929,0.031493410186527855,0.23523948002520817
2,0.1656328160151698,0.017876892314963852,0.147755923573695
3,0.1232445288473503,0.015109920353997186,0.10813460860850647
4,0.09513412894325225,0.014610430844560983,0.08052369822535997
5,0.07347981181143351,0.014409639471308971,0.059070172334445746
6,0.06849689734405598,0.014518545832384636,0.053978351389143434
7,0.10138970818452608,0.01990775444930852,0.08148195403256564
8,0.06128101972758967,0.014022144116477052,0.047258875542020594
9,0.04911415396667739,0.01358118625037526,0.035532967684260314
10,0.04732635066239416,0.013462168486270836,0.03386418215278702
11,0.044743339593117167,0.01332255351402277,0.03142078604356248
12,0.04104622061992806,0.013171206753644814,0.027875013840718804
13,0.05285419892900823,0.014260998154760226,0.03859320085469761
14,0.041536385880443734,0.013086720051033786,0.028449665827773352
15,0.03588158061684028,0.012609282143235454,0.02327229843110259
16,0.03243902939145244,0.01238029990239551,0.020058729445568788
17,0.03348223604257143,0.012404393931312251,0.02107784212612658
18,0.030306698412203476,0.012207171548879453,0.01809952687937451
19,0.0302295809572873,0.01225738605555509,0.017972194880357853
20,0.02817749356167002,0.011948801206392022,0.016228692369450345
21,0.028428672482799056,0.01190855617310472,0.016520116352122634
22,0.02942475155980243,0.012045231400288611,0.01737952015024141
23,0.029207113990654822,0.012379872825363545,0.016827241176037608
24,0.03104857859964581,0.012782744591304263,0.01826583399599805
25,0.035439704546025325,0.013095292321591338,0.022344412274010076
26,0.03925188907321484,0.013709177879250177,0.025542711192870316
27,0.04826849261114215,0.015123268621581896,0.03314522397507242
28,0.04333726087424823,0.014205917353549534,0.029131343481578104
29,0.01766518637348505,0.010694384529104843,0.006970801825702295
30,0.015279600477813229,0.010213065034821712,0.0050665354293145904
31,0.014221719735064468,0.009842144102561678,0.00437957563413076
32,0.013519498275963307,0.009483224984608527,0.004036273274844617
33,0.013411842462590006,0.009274151758182378,0.004137690698476811
34,0.01266782511667529,0.008943345062346337,0.003724480055770834
35,0.011921491232761535,0.008641897779914644,0.003279593461917807
36,0.011420269535997533,0.008334693457294545,0.0030855760810284843
37,0.01053347661210253,0.00799825316119133,0.0025352234560640802
38,0.009934545096824246,0.007659753148522001,0.0022747919545577935
39,0.009526744733092427,0.0073635853989486195,0.0021631593263736664
40,0.009259559006040502,0.007004624276389351,0.0022549347444173456
41,0.009044156718811354,0.006660306836669638,0.0023838498782665037
42,0.008679881266713096,0.006301918141621554,0.0023779631278976654
43,0.008544762704692097,0.005914884155508425,0.0026298785349336893
44,0.0076801437775488954,0.005376043227618004,0.002304100548310316
45,0.007548891561977227,0.0050694043197355805,0.0024794872381341316
